timestamp,voltage_v,current_a,power_factor
2026-07-05 06:45:00,232.39,0.81,0.83
2026-07-05 06:50:00,233.88,1.06,0.84
2026-07-05 06:55:00,229.24,0.59,0.86
2026-07-05 07:00:00,232.81,0.41,0.82
2026-07-05 07:05:00,233.18,1.6,0.87
2026-07-05 07:10:00,229.26,0.96,0.85
2026-07-05 07:15:00,234.07,1.15,0.83
2026-07-05 07:20:00,225.18,1.38,0.86
2026-07-05 07:25:00,234.12,1.66,0.84
2026-07-05 07:30:00,231.32,1.65,0.84
2026-07-05 07:35:00,229.17,1.59,0.82
2026-07-05 07:40:00,225.3,0.42,0.83
2026-07-05 07:45:00,225.77,0.66,0.83
2026-07-05 07:50:00,231.15,1.28,0.83
2026-07-05 07:55:00,225.15,1.31,0.84
2026-07-05 08:00:00,226.74,1.03,0.87
2026-07-05 08:05:00,227.01,1.2,0.82
2026-07-05 08:10:00,227.91,0.76,0.85
2026-07-05 08:15:00,227.45,0.56,0.85
2026-07-05 08:20:00,233.68,1.12,0.87
2026-07-05 08:25:00,229.63,1.35,0.83
2026-07-05 08:30:00,227.19,1.66,0.85
2026-07-05 08:35:00,227.76,1.11,0.83
2026-07-05 08:40:00,226.2,1.13,0.86
2026-07-05 08:45:00,231.21,0.41,0.8
2026-07-05 08:50:00,230.91,1.35,0.86
2026-07-05 08:55:00,231.13,0.42,0.84
2026-07-05 09:00:00,228.05,0.5,0.83
2026-07-05 09:05:00,230.21,0.66,0.81
2026-07-05 09:10:00,234.88,1.43,0.8
2026-07-05 09:15:00,225.58,0.77,0.86
2026-07-05 09:20:00,231.21,0.8,0.87
2026-07-05 09:25:00,234.23,1.55,0.88
2026-07-05 09:30:00,230.85,1.22,0.81
2026-07-05 09:35:00,229.73,0.63,0.83
2026-07-05 09:40:00,229.1,1.59,0.83
2026-07-05 09:45:00,231.73,1.13,0.82
2026-07-05 09:50:00,228.09,0.73,0.85
2026-07-05 09:55:00,225.41,0.58,0.88
2026-07-05 10:00:00,230.06,5.28,0.97
2026-07-05 10:05:00,227.18,6.47,0.97
2026-07-05 10:10:00,228.05,4.46,0.95
2026-07-05 10:15:00,232.32,6.77,0.98
2026-07-05 10:20:00,228.67,9.88,0.93
2026-07-05 10:25:00,229.07,4.85,0.98
2026-07-05 10:30:00,233.77,5.48,0.98
2026-07-05 10:35:00,228.38,7.57,0.94
2026-07-05 10:40:00,233.51,5.37,0.93
2026-07-05 10:45:00,229.21,8.96,0.95
2026-07-05 10:50:00,232.48,9.38,0.96
2026-07-05 10:55:00,231.72,4.83,0.96
2026-07-05 11:00:00,226.94,5.28,0.93
2026-07-05 11:05:00,234.06,7.2,0.92
2026-07-05 11:10:00,234.19,5.44,0.93
2026-07-05 11:15:00,225.48,5.88,0.93
2026-07-05 11:20:00,230.86,4.55,0.93
2026-07-05 11:25:00,233.4,7.23,0.97
2026-07-05 11:30:00,232.92,8.96,0.93
2026-07-05 11:35:00,234.53,6.13,0.97
2026-07-05 11:40:00,229.05,6.35,0.97
2026-07-05 11:45:00,230.78,7.24,0.97
2026-07-05 11:50:00,231.81,7.88,0.93
2026-07-05 11:55:00,232.68,6.77,0.92
2026-07-05 12:00:00,225.1,9.59,0.93
2026-07-05 12:05:00,231.71,4.61,0.94
2026-07-05 12:10:00,226.69,6.22,0.95
2026-07-05 12:15:00,233.33,5.43,0.96
2026-07-05 12:20:00,226.14,4.73,0.97
2026-07-05 12:25:00,229.83,6.03,0.94
2026-07-05 12:30:00,226.87,4.52,0.93
2026-07-05 12:35:00,229.95,4.41,0.94
2026-07-05 12:40:00,225.27,7.66,0.95
2026-07-05 12:45:00,234.47,5.44,0.95
2026-07-05 12:50:00,225.35,9.64,0.97
2026-07-05 12:55:00,225.27,6.52,0.98
2026-07-05 13:00:00,234.91,5.74,0.94
2026-07-05 13:05:00,228.23,6.55,0.94
2026-07-05 13:10:00,226.83,8.18,0.96
2026-07-05 13:15:00,230.82,7.16,0.96
2026-07-05 13:20:00,234.87,5.91,0.93
2026-07-05 13:25:00,225.67,6.84,0.93
2026-07-05 13:30:00,230.64,7.36,0.93
2026-07-05 13:35:00,227.3,4.49,0.95
2026-07-05 13:40:00,230.78,4.95,0.96
2026-07-05 13:45:00,227.69,9.51,0.95
2026-07-05 13:50:00,232.78,5.2,0.97
2026-07-05 13:55:00,230.2,4.12,0.93
2026-07-05 14:00:00,225.52,4.86,0.96
2026-07-05 14:05:00,225.17,7.82,0.97
2026-07-05 14:10:00,231.65,6.91,0.95
2026-07-05 14:15:00,234.62,6.46,0.92
2026-07-05 14:20:00,234.9,4.91,0.93
2026-07-05 14:25:00,225.18,5.74,0.94
2026-07-05 14:30:00,234.99,8.15,0.96
2026-07-05 14:35:00,226.56,4.49,0.95
2026-07-05 14:40:00,231.27,5.12,0.93
2026-07-05 14:45:00,230.27,4.2,0.93
2026-07-05 14:50:00,234.64,6.48,0.98
2026-07-05 14:55:00,230.55,5.27,0.94
2026-07-05 15:00:00,226.11,8.29,0.96
2026-07-05 15:05:00,231.49,4.39,0.94
2026-07-05 15:10:00,234.32,4.56,0.93
2026-07-05 15:15:00,233.76,4.46,0.98
2026-07-05 15:20:00,227.7,8.05,0.93
2026-07-05 15:25:00,227.78,6.05,0.93
2026-07-05 15:30:00,225.57,4.14,0.96
2026-07-05 15:35:00,234.66,7.23,0.97
2026-07-05 15:40:00,226.78,9.64,0.98
2026-07-05 15:45:00,234.61,4.8,0.97
2026-07-05 15:50:00,228.99,7.14,0.94
2026-07-05 15:55:00,233.85,9.02,0.97
2026-07-05 16:00:00,234.31,4.43,0.92
2026-07-05 16:05:00,232.16,5.12,0.96
2026-07-05 16:10:00,229.14,8.03,0.95
2026-07-05 16:15:00,229.89,9.5,0.94
2026-07-05 16:20:00,226.84,8.11,0.98
2026-07-05 16:25:00,234.09,5.78,0.93
2026-07-05 16:30:00,230.88,4.37,0.97
2026-07-05 16:35:00,234.58,7.81,0.97
2026-07-05 16:40:00,226.44,8.05,0.96
2026-07-05 16:45:00,231.74,6.22,0.93
2026-07-05 16:50:00,230.15,7.82,0.92
2026-07-05 16:55:00,231.19,6.4,0.92
2026-07-05 17:00:00,228.92,5.03,0.95
2026-07-05 17:05:00,227.79,5.68,0.97
2026-07-05 17:10:00,228.2,9.31,0.96
2026-07-05 17:15:00,228.71,6.09,0.93
2026-07-05 17:20:00,227.6,6.49,0.93
2026-07-05 17:25:00,227.3,6.41,0.97
2026-07-05 17:30:00,228.1,7.97,0.97
2026-07-05 17:35:00,231.17,4.32,0.93
2026-07-05 17:40:00,232.65,7.66,0.92
2026-07-05 17:45:00,234.73,5.01,0.94
2026-07-05 17:50:00,230.92,9.77,0.97
2026-07-05 17:55:00,226.78,4.94,0.93
2026-07-05 18:00:00,227.02,4.49,0.93
2026-07-05 18:05:00,230.03,6.87,0.96
2026-07-05 18:10:00,228.2,9.7,0.94
2026-07-05 18:15:00,228.4,4.97,0.97
2026-07-05 18:20:00,225.45,6.6,0.92
2026-07-05 18:25:00,229.37,9.67,0.92
2026-07-05 18:30:00,228.77,9.16,0.96
2026-07-05 18:35:00,232.06,7.8,0.96
2026-07-05 18:40:00,233.5,7.85,0.94
2026-07-05 18:45:00,232.98,5.35,0.95
2026-07-05 18:50:00,232.07,8.83,0.98
2026-07-05 18:55:00,234.3,7.9,0.98
2026-07-05 19:00:00,234.87,4.91,0.89
2026-07-05 19:05:00,233.72,4.07,0.89
2026-07-05 19:10:00,234.1,3.13,0.91
2026-07-05 19:15:00,226.25,3.77,0.89
2026-07-05 19:20:00,232.9,3.9,0.93
2026-07-05 19:25:00,230.98,4.05,0.89
2026-07-05 19:30:00,234.14,5.8,0.94
2026-07-05 19:35:00,233.87,3.18,0.89
2026-07-05 19:40:00,227.42,4.75,0.9
2026-07-05 19:45:00,228.22,2.68,0.88
2026-07-05 19:50:00,229.93,5.7,0.89
2026-07-05 19:55:00,228.98,4.93,0.91
2026-07-05 20:00:00,232.46,5.3,0.93
2026-07-05 20:05:00,234.7,5.06,0.9
2026-07-05 20:10:00,231.89,4.48,0.92
2026-07-05 20:15:00,228.56,5.91,0.93
2026-07-05 20:20:00,231.33,4.13,0.88
2026-07-05 20:25:00,226.53,5.01,0.88
2026-07-05 20:30:00,229.97,5.21,0.93
2026-07-05 20:35:00,228.86,3.93,0.91
2026-07-05 20:40:00,225.75,3.78,0.94
2026-07-05 20:45:00,228.49,4.47,0.9
2026-07-05 20:50:00,225.48,4.88,0.9
2026-07-05 20:55:00,227.71,4.5,0.91
2026-07-05 21:00:00,227.68,5.21,0.91
2026-07-05 21:05:00,232.44,5.88,0.91
2026-07-05 21:10:00,225.8,3.46,0.91
2026-07-05 21:15:00,229.66,5.84,0.93
2026-07-05 21:20:00,226.45,4.03,0.93
2026-07-05 21:25:00,229.38,4.89,0.93
2026-07-05 21:30:00,229.1,5.32,0.9
2026-07-05 21:35:00,234.34,4.08,0.91
2026-07-05 21:40:00,234.55,5.92,0.9
2026-07-05 21:45:00,234.88,4.5,0.92
2026-07-05 21:50:00,234.4,4.35,0.93
2026-07-05 21:55:00,231.26,5.55,0.9
2026-07-05 22:00:00,225.09,2.71,0.92
2026-07-05 22:05:00,234.79,5.42,0.93
2026-07-05 22:10:00,225.56,4.49,0.91
2026-07-05 22:15:00,231.46,3.88,0.92
2026-07-05 22:20:00,232.79,5.72,0.9
2026-07-05 22:25:00,232.21,5.11,0.9
2026-07-05 22:30:00,232.3,3.59,0.93
2026-07-05 22:35:00,226.41,3.11,0.91
2026-07-05 22:40:00,231.27,3.15,0.92
2026-07-05 22:45:00,225.31,2.92,0.88
2026-07-05 22:50:00,234.74,4.36,0.89
2026-07-05 22:55:00,232.78,4.62,0.94
2026-07-05 23:00:00,225.53,4.49,0.94
2026-07-05 23:05:00,234.49,4.63,0.88
2026-07-05 23:10:00,231.85,4.73,0.93
2026-07-05 23:15:00,232.38,5.0,0.88
2026-07-05 23:20:00,225.9,5.96,0.9
2026-07-05 23:25:00,234.05,4.81,0.93
2026-07-05 23:30:00,227.55,5.86,0.91
2026-07-05 23:35:00,228.58,4.16,0.9
2026-07-05 23:40:00,229.74,3.34,0.91
2026-07-05 23:45:00,233.64,2.59,0.91
2026-07-05 23:50:00,232.63,3.48,0.89
2026-07-05 23:55:00,226.36,4.03,0.91
2026-07-06 00:00:00,228.52,0.96,0.88
2026-07-06 00:05:00,227.89,1.14,0.88
2026-07-06 00:10:00,225.07,1.21,0.86
2026-07-06 00:15:00,225.46,1.69,0.87
2026-07-06 00:20:00,227.44,1.67,0.83
2026-07-06 00:25:00,229.67,1.75,0.87
2026-07-06 00:30:00,229.54,0.83,0.82
2026-07-06 00:35:00,228.0,1.63,0.87
2026-07-06 00:40:00,232.86,0.67,0.87
2026-07-06 00:45:00,230.1,0.94,0.8
2026-07-06 00:50:00,226.35,1.47,0.85
2026-07-06 00:55:00,228.41,0.53,0.84
2026-07-06 01:00:00,229.11,1.56,0.86
2026-07-06 01:05:00,234.27,0.68,0.85
2026-07-06 01:10:00,234.16,0.4,0.85
2026-07-06 01:15:00,231.74,1.08,0.82
2026-07-06 01:20:00,231.54,1.35,0.83
2026-07-06 01:25:00,231.37,1.36,0.82
2026-07-06 01:30:00,232.75,0.75,0.88
2026-07-06 01:35:00,230.49,1.27,0.85
2026-07-06 01:40:00,230.12,1.67,0.84
2026-07-06 01:45:00,225.7,0.71,0.83
2026-07-06 01:50:00,228.16,0.85,0.84
2026-07-06 01:55:00,232.4,1.71,0.85
2026-07-06 02:00:00,229.92,1.63,0.87
2026-07-06 02:05:00,231.52,1.06,0.81
2026-07-06 02:10:00,225.17,0.58,0.85
2026-07-06 02:15:00,234.63,0.85,0.85
2026-07-06 02:20:00,232.83,1.57,0.87
2026-07-06 02:25:00,229.03,0.5,0.81
2026-07-06 02:30:00,227.02,0.46,0.83
2026-07-06 02:35:00,227.09,0.62,0.86
2026-07-06 02:40:00,228.69,1.47,0.86
2026-07-06 02:45:00,229.66,1.51,0.83
2026-07-06 02:50:00,234.17,0.79,0.84
2026-07-06 02:55:00,230.64,0.61,0.81
2026-07-06 03:00:00,230.3,1.12,0.87
2026-07-06 03:05:00,230.33,0.61,0.85
2026-07-06 03:10:00,230.82,1.55,0.82
2026-07-06 03:15:00,225.32,0.76,0.82
2026-07-06 03:20:00,229.38,1.62,0.85
2026-07-06 03:25:00,234.07,1.75,0.86
2026-07-06 03:30:00,232.39,0.83,0.87
2026-07-06 03:35:00,233.3,1.51,0.83
2026-07-06 03:40:00,226.6,1.76,0.87
2026-07-06 03:45:00,227.71,1.44,0.85
2026-07-06 03:50:00,228.19,0.44,0.84
2026-07-06 03:55:00,225.3,0.46,0.81
2026-07-06 04:00:00,233.63,0.58,0.8
2026-07-06 04:05:00,233.98,1.07,0.82
2026-07-06 04:10:00,234.31,1.72,0.86
2026-07-06 04:15:00,232.88,1.4,0.81
2026-07-06 04:20:00,232.03,0.61,0.82
2026-07-06 04:25:00,228.11,0.6,0.84
2026-07-06 04:30:00,228.46,1.79,0.81
2026-07-06 04:35:00,228.37,1.79,0.83
2026-07-06 04:40:00,225.72,1.66,0.81
2026-07-06 04:45:00,232.48,0.67,0.86
2026-07-06 04:50:00,234.31,1.0,0.88
2026-07-06 04:55:00,230.83,0.46,0.82
2026-07-06 05:00:00,226.4,1.34,0.81
2026-07-06 05:05:00,228.87,0.72,0.86
2026-07-06 05:10:00,234.51,1.38,0.82
2026-07-06 05:15:00,233.47,0.68,0.83
2026-07-06 05:20:00,233.68,1.76,0.84
2026-07-06 05:25:00,226.74,1.62,0.82
2026-07-06 05:30:00,232.14,0.42,0.86
2026-07-06 05:35:00,225.39,1.52,0.83
2026-07-06 05:40:00,233.75,0.56,0.87
2026-07-06 05:45:00,232.69,0.48,0.82
2026-07-06 05:50:00,229.03,1.53,0.8
2026-07-06 05:55:00,227.6,1.54,0.84
2026-07-06 06:00:00,228.9,0.98,0.82
2026-07-06 06:05:00,228.15,1.36,0.85
2026-07-06 06:10:00,232.2,1.26,0.84
2026-07-06 06:15:00,229.67,0.99,0.86
2026-07-06 06:20:00,231.71,1.15,0.86
2026-07-06 06:25:00,234.1,1.36,0.84
2026-07-06 06:30:00,225.5,0.72,0.85
2026-07-06 06:35:00,229.48,1.73,0.81
2026-07-06 06:40:00,225.57,0.5,0.82
2026-07-06 06:45:00,233.87,1.15,0.86
2026-07-06 06:50:00,232.78,0.45,0.85
2026-07-06 06:55:00,228.58,0.88,0.85
2026-07-06 07:00:00,226.98,1.55,0.85
2026-07-06 07:05:00,234.88,0.74,0.82
2026-07-06 07:10:00,229.84,1.58,0.86
2026-07-06 07:15:00,226.69,1.74,0.84
2026-07-06 07:20:00,228.63,0.6,0.84
2026-07-06 07:25:00,227.79,0.76,0.87
2026-07-06 07:30:00,230.88,0.71,0.87
2026-07-06 07:35:00,228.2,1.47,0.86
2026-07-06 07:40:00,230.84,1.58,0.84
2026-07-06 07:45:00,229.93,0.86,0.8
2026-07-06 07:50:00,232.35,1.53,0.81
2026-07-06 07:55:00,231.5,1.53,0.82
2026-07-06 08:00:00,229.76,1.44,0.82
2026-07-06 08:05:00,225.69,0.95,0.88
2026-07-06 08:10:00,227.17,1.37,0.83
2026-07-06 08:15:00,228.07,1.41,0.8
2026-07-06 08:20:00,226.13,1.17,0.88
2026-07-06 08:25:00,234.81,0.88,0.8
2026-07-06 08:30:00,231.83,0.97,0.82
2026-07-06 08:35:00,227.22,1.41,0.87
2026-07-06 08:40:00,227.83,0.46,0.88
2026-07-06 08:45:00,232.76,0.87,0.84
2026-07-06 08:50:00,230.14,0.96,0.82
2026-07-06 08:55:00,227.44,1.1,0.87
2026-07-06 09:00:00,229.83,0.79,0.84
2026-07-06 09:05:00,234.32,1.45,0.88
2026-07-06 09:10:00,230.66,1.35,0.85
2026-07-06 09:15:00,231.83,1.42,0.86
2026-07-06 09:20:00,232.9,1.34,0.81
2026-07-06 09:25:00,228.72,1.48,0.84
2026-07-06 09:30:00,233.51,1.21,0.86
2026-07-06 09:35:00,233.51,1.68,0.83
2026-07-06 09:40:00,228.35,0.87,0.84
2026-07-06 09:45:00,229.88,0.59,0.83
2026-07-06 09:50:00,226.94,1.44,0.87
2026-07-06 09:55:00,230.48,0.57,0.86
2026-07-06 10:00:00,229.18,6.19,0.94
2026-07-06 10:05:00,228.12,5.54,0.92
2026-07-06 10:10:00,230.93,6.18,0.94
2026-07-06 10:15:00,233.74,7.49,0.96
2026-07-06 10:20:00,233.25,9.51,0.96
2026-07-06 10:25:00,230.88,4.45,0.94
2026-07-06 10:30:00,234.89,9.67,0.94
2026-07-06 10:35:00,228.33,6.34,0.93
2026-07-06 10:40:00,227.57,4.5,0.97
2026-07-06 10:45:00,232.1,8.36,0.93
2026-07-06 10:50:00,225.07,7.33,0.96
2026-07-06 10:55:00,226.13,8.25,0.98
2026-07-06 11:00:00,225.34,6.64,0.95
2026-07-06 11:05:00,227.72,9.36,0.98
2026-07-06 11:10:00,231.88,8.65,0.92
2026-07-06 11:15:00,232.37,4.15,0.97
2026-07-06 11:20:00,228.81,8.97,0.97
2026-07-06 11:25:00,226.01,4.27,0.97
2026-07-06 11:30:00,233.77,7.21,0.93
2026-07-06 11:35:00,233.81,5.5,0.97
2026-07-06 11:40:00,231.78,7.31,0.93
2026-07-06 11:45:00,227.88,4.68,0.95
2026-07-06 11:50:00,231.6,7.24,0.94
2026-07-06 11:55:00,233.17,9.93,0.94
2026-07-06 12:00:00,232.22,9.17,0.93
2026-07-06 12:05:00,231.67,7.9,0.94
2026-07-06 12:10:00,226.6,6.98,0.97
2026-07-06 12:15:00,227.01,5.21,0.95
2026-07-06 12:20:00,229.25,9.94,0.93
2026-07-06 12:25:00,229.54,5.1,0.95
2026-07-06 12:30:00,234.63,7.26,0.96
2026-07-06 12:35:00,228.87,6.03,0.94
2026-07-06 12:40:00,227.61,9.3,0.96
2026-07-06 12:45:00,226.4,5.76,0.97
2026-07-06 12:50:00,233.68,7.06,0.96
2026-07-06 12:55:00,231.94,4.22,0.98
2026-07-06 13:00:00,231.66,8.47,0.95
2026-07-06 13:05:00,231.37,4.17,0.96
2026-07-06 13:10:00,225.35,4.16,0.95
2026-07-06 13:15:00,227.14,7.93,0.96
2026-07-06 13:20:00,229.46,6.45,0.94
2026-07-06 13:25:00,233.64,4.98,0.97
2026-07-06 13:30:00,227.88,4.35,0.96
2026-07-06 13:35:00,230.88,8.34,0.93
2026-07-06 13:40:00,234.19,7.22,0.96
2026-07-06 13:45:00,229.75,8.18,0.97
2026-07-06 13:50:00,230.32,6.82,0.97
2026-07-06 13:55:00,231.39,4.47,0.92
2026-07-06 14:00:00,234.41,9.03,0.97
2026-07-06 14:05:00,233.11,4.28,0.92
2026-07-06 14:10:00,231.66,7.84,0.96
2026-07-06 14:15:00,233.64,7.53,0.94
2026-07-06 14:20:00,230.16,8.34,0.93
2026-07-06 14:25:00,231.03,6.95,0.96
2026-07-06 14:30:00,226.62,6.87,0.94
2026-07-06 14:35:00,226.88,9.38,0.95
2026-07-06 14:40:00,233.41,5.96,0.95
2026-07-06 14:45:00,230.64,7.08,0.94
2026-07-06 14:50:00,227.99,8.8,0.94
2026-07-06 14:55:00,226.01,4.57,0.98
2026-07-06 15:00:00,232.31,7.69,0.96
2026-07-06 15:05:00,232.64,9.58,0.96
2026-07-06 15:10:00,233.81,9.84,0.92
2026-07-06 15:15:00,233.23,9.17,0.98
2026-07-06 15:20:00,230.46,8.21,0.93
2026-07-06 15:25:00,228.49,9.18,0.97
2026-07-06 15:30:00,227.88,4.38,0.97
2026-07-06 15:35:00,228.39,7.68,0.93
2026-07-06 15:40:00,234.12,6.47,0.98
2026-07-06 15:45:00,233.52,5.63,0.94
2026-07-06 15:50:00,227.92,4.9,0.98
2026-07-06 15:55:00,229.41,6.6,0.96
2026-07-06 16:00:00,226.61,7.05,0.97
2026-07-06 16:05:00,232.52,4.25,0.97
2026-07-06 16:10:00,232.97,5.76,0.97
2026-07-06 16:15:00,226.62,8.01,0.93
2026-07-06 16:20:00,234.65,6.16,0.95
2026-07-06 16:25:00,226.99,6.45,0.98
2026-07-06 16:30:00,234.37,9.71,0.98
2026-07-06 16:35:00,234.72,5.09,0.98
2026-07-06 16:40:00,228.63,8.76,0.94
2026-07-06 16:45:00,232.64,8.64,0.98
2026-07-06 16:50:00,225.68,7.45,0.96
2026-07-06 16:55:00,226.99,5.49,0.94
2026-07-06 17:00:00,226.46,6.58,0.97
2026-07-06 17:05:00,227.51,8.0,0.97
2026-07-06 17:10:00,230.22,6.82,0.98
2026-07-06 17:15:00,230.75,7.89,0.98
2026-07-06 17:20:00,231.33,4.5,0.95
2026-07-06 17:25:00,226.49,8.93,0.96
2026-07-06 17:30:00,232.24,8.87,0.98
2026-07-06 17:35:00,226.32,9.65,0.94
2026-07-06 17:40:00,225.67,6.43,0.98
2026-07-06 17:45:00,233.81,5.23,0.92
2026-07-06 17:50:00,231.28,6.61,0.96
2026-07-06 17:55:00,231.66,8.55,0.92
2026-07-06 18:00:00,228.51,5.19,0.98
2026-07-06 18:05:00,231.95,9.5,0.96
2026-07-06 18:10:00,230.15,6.68,0.95
2026-07-06 18:15:00,234.3,7.03,0.95
2026-07-06 18:20:00,225.22,7.56,0.98
2026-07-06 18:25:00,227.32,4.44,0.93
2026-07-06 18:30:00,227.44,7.14,0.96
2026-07-06 18:35:00,228.4,7.14,0.92
2026-07-06 18:40:00,226.61,5.61,0.96
2026-07-06 18:45:00,230.79,9.12,0.93
2026-07-06 18:50:00,232.59,5.95,0.93
2026-07-06 18:55:00,232.06,8.97,0.95
2026-07-06 19:00:00,231.68,4.55,0.92
2026-07-06 19:05:00,230.8,2.61,0.93
2026-07-06 19:10:00,226.44,5.14,0.88
2026-07-06 19:15:00,226.93,3.97,0.92
2026-07-06 19:20:00,228.23,5.37,0.92
2026-07-06 19:25:00,228.56,3.67,0.93
2026-07-06 19:30:00,230.61,4.91,0.91
2026-07-06 19:35:00,234.25,5.89,0.91
2026-07-06 19:40:00,234.02,3.11,0.91
2026-07-06 19:45:00,232.59,5.47,0.91
2026-07-06 19:50:00,228.9,5.33,0.93
2026-07-06 19:55:00,232.03,4.83,0.9
2026-07-06 20:00:00,230.2,2.8,0.89
2026-07-06 20:05:00,234.61,4.21,0.91
2026-07-06 20:10:00,225.57,2.96,0.88
2026-07-06 20:15:00,233.51,3.76,0.94
2026-07-06 20:20:00,225.02,4.9,0.92
2026-07-06 20:25:00,226.76,2.56,0.91
2026-07-06 20:30:00,226.66,2.53,0.88
2026-07-06 20:35:00,227.77,4.87,0.93
2026-07-06 20:40:00,229.44,3.96,0.94
2026-07-06 20:45:00,230.14,4.7,0.92
2026-07-06 20:50:00,232.32,3.52,0.93
2026-07-06 20:55:00,233.7,5.79,0.89
2026-07-06 21:00:00,226.75,4.55,0.9
2026-07-06 21:05:00,232.46,4.12,0.92
2026-07-06 21:10:00,226.52,4.98,0.88
2026-07-06 21:15:00,226.81,4.17,0.89
2026-07-06 21:20:00,231.74,4.09,0.91
2026-07-06 21:25:00,233.75,3.95,0.88
2026-07-06 21:30:00,226.4,3.45,0.9
2026-07-06 21:35:00,234.62,3.32,0.91
2026-07-06 21:40:00,225.84,4.9,0.89
2026-07-06 21:45:00,232.15,2.52,0.92
2026-07-06 21:50:00,229.69,5.78,0.89
2026-07-06 21:55:00,233.99,4.71,0.9
2026-07-06 22:00:00,230.55,4.73,0.93
2026-07-06 22:05:00,227.76,5.72,0.9
2026-07-06 22:10:00,227.97,5.65,0.89
2026-07-06 22:15:00,229.85,4.9,0.89
2026-07-06 22:20:00,230.65,5.44,0.91
2026-07-06 22:25:00,233.12,5.63,0.92
2026-07-06 22:30:00,229.2,4.88,0.93
2026-07-06 22:35:00,231.8,3.39,0.9
2026-07-06 22:40:00,226.08,2.53,0.89
2026-07-06 22:45:00,233.51,3.73,0.89
2026-07-06 22:50:00,234.18,4.9,0.88
2026-07-06 22:55:00,230.82,2.57,0.91
2026-07-06 23:00:00,227.17,3.36,0.93
2026-07-06 23:05:00,228.81,4.45,0.91
2026-07-06 23:10:00,229.07,5.13,0.94
2026-07-06 23:15:00,230.74,5.68,0.91
2026-07-06 23:20:00,232.12,5.83,0.88
2026-07-06 23:25:00,233.06,5.98,0.9
2026-07-06 23:30:00,225.13,5.52,0.88
2026-07-06 23:35:00,232.62,4.64,0.88
2026-07-06 23:40:00,226.87,3.02,0.92
2026-07-06 23:45:00,227.82,4.94,0.91
2026-07-06 23:50:00,228.43,5.81,0.92
2026-07-06 23:55:00,233.2,3.53,0.91
2026-07-07 00:00:00,232.73,0.82,0.87
2026-07-07 00:05:00,232.46,1.12,0.85
2026-07-07 00:10:00,229.41,0.99,0.82
2026-07-07 00:15:00,234.33,1.2,0.81
2026-07-07 00:20:00,226.01,1.4,0.82
2026-07-07 00:25:00,230.89,0.85,0.88
2026-07-07 00:30:00,226.02,0.71,0.86
2026-07-07 00:35:00,231.74,0.69,0.81
2026-07-07 00:40:00,226.24,1.22,0.86
2026-07-07 00:45:00,234.0,1.1,0.84
2026-07-07 00:50:00,225.82,1.61,0.82
2026-07-07 00:55:00,227.53,1.47,0.84
2026-07-07 01:00:00,226.99,1.62,0.84
2026-07-07 01:05:00,225.31,0.67,0.88
2026-07-07 01:10:00,231.09,1.66,0.82
2026-07-07 01:15:00,228.24,1.74,0.81
2026-07-07 01:20:00,232.05,0.67,0.84
2026-07-07 01:25:00,227.97,1.08,0.86
2026-07-07 01:30:00,226.58,1.68,0.82
2026-07-07 01:35:00,234.26,1.33,0.83
2026-07-07 01:40:00,228.0,0.48,0.84
2026-07-07 01:45:00,225.24,1.74,0.85
2026-07-07 01:50:00,233.82,0.69,0.81
2026-07-07 01:55:00,225.31,1.09,0.84
2026-07-07 02:00:00,232.42,1.56,0.88
2026-07-07 02:05:00,227.37,1.16,0.86
2026-07-07 02:10:00,229.62,0.54,0.87
2026-07-07 02:15:00,227.93,0.88,0.88
2026-07-07 02:20:00,230.06,1.56,0.84
2026-07-07 02:25:00,225.42,0.46,0.87
2026-07-07 02:30:00,229.56,1.63,0.87
2026-07-07 02:35:00,233.88,1.11,0.84
2026-07-07 02:40:00,232.47,0.6,0.83
2026-07-07 02:45:00,233.58,0.88,0.81
2026-07-07 02:50:00,233.8,1.4,0.82
2026-07-07 02:55:00,225.93,1.67,0.8
2026-07-07 03:00:00,226.37,0.96,0.87
2026-07-07 03:05:00,229.66,1.41,0.85
2026-07-07 03:10:00,232.93,1.76,0.85
2026-07-07 03:15:00,232.69,1.54,0.85
2026-07-07 03:20:00,232.19,1.69,0.86
2026-07-07 03:25:00,233.85,0.67,0.86
2026-07-07 03:30:00,225.52,1.57,0.85
2026-07-07 03:35:00,233.0,0.9,0.82
2026-07-07 03:40:00,232.99,1.41,0.87
2026-07-07 03:45:00,227.99,0.52,0.86
2026-07-07 03:50:00,234.03,1.13,0.87
2026-07-07 03:55:00,226.47,1.42,0.81
2026-07-07 04:00:00,226.56,1.06,0.82
2026-07-07 04:05:00,233.24,1.49,0.8
2026-07-07 04:10:00,234.3,0.76,0.83
2026-07-07 04:15:00,232.3,1.09,0.84
2026-07-07 04:20:00,230.7,1.74,0.81
2026-07-07 04:25:00,227.18,1.32,0.84
2026-07-07 04:30:00,234.45,1.12,0.84
2026-07-07 04:35:00,226.73,0.54,0.81
2026-07-07 04:40:00,228.47,0.84,0.81
2026-07-07 04:45:00,229.38,0.76,0.86
2026-07-07 04:50:00,230.69,0.85,0.82
2026-07-07 04:55:00,226.37,1.19,0.85
2026-07-07 05:00:00,226.36,1.46,0.8
2026-07-07 05:05:00,228.73,0.99,0.82
2026-07-07 05:10:00,229.48,1.06,0.88
2026-07-07 05:15:00,233.15,1.25,0.83
